20170301:00:00:00|Coffee|CLICKER|1
20170302:00:00:00|Coffee|CLICKER|1
20170303:00:00:00|Coffee|CLICKER|1
20170306:00:00:00|Coffee|CLICKER|1
20170308:00:00:00|Coffee|CLICKER|1
20170311:00:00:00|Coffee|CLICKER|1
20170312:00:00:00|Coffee|CLICKER|1
20170312:00:00:00|Coffee|CLICKER|1
20170315:00:00:00|Coffee|CLICKER|1
20170317:00:00:00|Coffee|CLICKER|1
20170318:00:00:00|Coffee|CLICKER|1
20170319:00:00:00|Coffee|CLICKER|1
20170320:00:00:00|Coffee|CLICKER|1
20170320:00:00:00|Coffee|CLICKER|1
20170323:00:00:00|Coffee|CLICKER|1
20170323:00:00:00|Coffee|CLICKER|1
20170323:00:00:00|Coffee|CLICKER|1
20170325:00:00:00|Coffee|CLICKER|1
20170328:00:00:00|Coffee|CLICKER|1
20170330:00:00:00|Coffee|CLICKER|1
20170401:00:00:00|Coffee|CLICKER|1
20170401:00:00:00|Coffee|CLICKER|1
20170401:00:00:00|Coffee|CLICKER|1
20170403:00:00:00|Coffee|CLICKER|1
20170405:00:00:00|Coffee|CLICKER|1
20170407:00:00:00|Coffee|CLICKER|1
20170409:00:00:00|Coffee|CLICKER|1
20170410:00:00:00|Coffee|CLICKER|1
20170413:00:00:00|Coffee|CLICKER|1
20170413:00:00:00|Coffee|CLICKER|1
20170413:00:00:00|Coffee|CLICKER|1
20170416:00:00:00|Coffee|CLICKER|1
20170417:00:00:00|Coffee|CLICKER|1
20170419:00:00:00|Coffee|CLICKER|1
20170421:00:00:00|Coffee|CLICKER|1
20170423:00:00:00|Coffee|CLICKER|1
20170423:00:00:00|Coffee|CLICKER|1
20170425:00:00:00|Coffee|CLICKER|1
20170425:00:00:00|Coffee|CLICKER|1
20170425:00:00:00|Coffee|CLICKER|1
20170427:00:00:00|Coffee|CLICKER|1
20170427:00:00:00|Coffee|CLICKER|1
20170429:00:00:00|Coffee|CLICKER|1
20170502:00:00:00|Coffee|CLICKER|1
20170504:00:00:00|Coffee|CLICKER|1
20170504:00:00:00|Coffee|CLICKER|1
20170505:00:00:00|Coffee|CLICKER|1
20170506:00:00:00|Coffee|CLICKER|1
20170507:00:00:00|Coffee|CLICKER|1
20170510:00:00:00|Coffee|CLICKER|1
20170512:00:00:00|Coffee|CLICKER|1
20170515:00:00:00|Coffee|CLICKER|1
20170517:00:00:00|Coffee|CLICKER|1
20170517:00:00:00|Coffee|CLICKER|1
20170520:00:00:00|Coffee|CLICKER|1
20170522:00:00:00|Coffee|CLICKER|1
20170522:00:00:00|Coffee|CLICKER|1
20170525:00:00:00|Coffee|CLICKER|1
20170528:00:00:00|Coffee|CLICKER|1
20170528:00:00:00|Coffee|CLICKER|1
20170528:00:00:00|Coffee|CLICKER|1
20170528:00:00:00|Coffee|CLICKER|1
20170528:00:00:00|Coffee|CLICKER|1
20170530:00:00:00|Coffee|CLICKER|1
20170602:00:00:00|Coffee|CLICKER|1
20170604:00:00:00|Coffee|CLICKER|1
20170605:00:00:00|Coffee|CLICKER|1
20170608:00:00:00|Coffee|CLICKER|1
20170609:00:00:00|Coffee|CLICKER|1
20170610:00:00:00|Coffee|CLICKER|1
20170612:00:00:00|Coffee|CLICKER|1
20170614:00:00:00|Coffee|CLICKER|1
20170617:00:00:00|Coffee|CLICKER|1
20170617:00:00:00|Coffee|CLICKER|1
